fixture_id,team_id,start_time,rd,BIP,BOP,half,BIP_bin,BOP_bin,WR_ratio,W:R,WR_bin,BIP_sec,BOP_sec
fix_O6blADFE,team_UbIB7L,17:15:15,rd5,00:42.0,00:02.0,First Half,31-45,0-15,0.047619048,01:00.0,1:0-0.5,42,2
fix_O6blADFE,team_UbIB7L,17:15:59,rd5,00:05.0,01:26.0,First Half,0-15,61-90,17.2,01:17.2,1:3+,5,86
fix_O6blADFE,team_UbIB7L,17:17:30,rd5,00:24.0,00:50.0,First Half,16-30,46-60,2.083333333,01:02.1,1:2-2.5,24,50
fix_O6blADFE,team_UbIB7L,17:18:44,rd5,00:17.0,00:46.0,First Half,16-30,46-60,2.705882353,01:02.7,1:2.5-3,17,46
fix_O6blADFE,team_UbIB7L,17:19:47,rd5,00:06.0,00:42.0,First Half,0-15,31-45,7,01:07,1:3+,6,42
fix_O6blADFE,team_UbIB7L,17:20:35,rd5,00:07.0,00:40.0,First Half,0-15,31-45,5.714285714,01:05.7,1:3+,7,40
fix_O6blADFE,team_UbIB7L,17:21:22,rd5,00:54.0,00:41.0,First Half,46-60,31-45,0.759259259,01:00.8,1:0.5-1,54,41
fix_O6blADFE,team_UbIB7L,17:22:57,rd5,01:26.0,01:39.0,First Half,61-90,91-120,1.151162791,01:01.1,1:1-1.5,86,99
fix_O6blADFE,team_UbIB7L,17:26:02,rd5,02:31.0,03:09.0,First Half,151-180,180+,1.251655629,01:01.3,1:1-1.5,151,189
fix_O6blADFE,team_UbIB7L,17:31:42,rd5,00:05.0,00:44.0,First Half,0-15,31-45,8.8,01:08.8,1:3+,5,44
fix_O6blADFE,team_UbIB7L,17:32:31,rd5,00:25.0,01:24.0,First Half,16-30,61-90,3.36,01:03.4,1:3+,25,84
fix_O6blADFE,team_UbIB7L,17:34:20,rd5,00:10.0,00:22.0,First Half,0-15,16-30,2.2,01:02.2,1:2-2.5,10,22
fix_O6blADFE,team_UbIB7L,17:34:52,rd5,00:20.0,00:38.0,First Half,16-30,31-45,1.9,01:01.9,1:1.5-2,20,38
fix_O6blADFE,team_UbIB7L,17:35:50,rd5,00:07.0,01:26.0,First Half,0-15,61-90,12.28571429,01:12.3,1:3+,7,86
fix_O6blADFE,team_UbIB7L,17:37:23,rd5,00:48.0,01:26.0,First Half,46-60,61-90,1.791666667,01:01.8,1:1.5-2,48,86
fix_O6blADFE,team_UbIB7L,17:39:37,rd5,00:05.0,01:24.0,First Half,0-15,61-90,16.8,01:16.8,1:3+,5,84
fix_O6blADFE,team_UbIB7L,17:41:06,rd5,00:47.0,00:35.0,First Half,46-60,31-45,0.744680851,01:00.7,1:0.5-1,47,35
fix_O6blADFE,team_UbIB7L,17:42:28,rd5,00:20.0,01:28.0,First Half,16-30,61-90,4.4,01:04.4,1:3+,20,88
fix_O6blADFE,team_UbIB7L,17:44:16,rd5,00:10.0,00:47.0,First Half,0-15,46-60,4.7,01:04.7,1:3+,10,47
fix_O6blADFE,team_UbIB7L,17:45:13,rd5,00:38.0,00:31.0,First Half,31-45,31-45,0.815789474,01:00.8,1:0.5-1,38,31
fix_O6blADFE,team_UbIB7L,17:46:22,rd5,01:44.0,00:38.0,First Half,91-120,31-45,0.365384615,01:00.4,1:0-0.5,104,38
fix_O6blADFE,team_UbIB7L,17:48:44,rd5,00:13.0,NA,First Half,0-15,NA,NA,NA,NA,13,NA
fix_O6blADFE,team_UbIB7L,18:00:54,rd5,00:17.0,00:35.0,Second Half,16-30,31-45,2.058823529,01:02.1,1:2-2.5,17,35
fix_O6blADFE,team_UbIB7L,18:01:46,rd5,01:23.0,01:46.0,Second Half,61-90,91-120,1.277108434,01:01.3,1:1-1.5,83,106
fix_O6blADFE,team_UbIB7L,18:04:55,rd5,00:47.0,00:32.0,Second Half,46-60,31-45,0.680851064,01:00.7,1:0.5-1,47,32
fix_O6blADFE,team_UbIB7L,18:06:14,rd5,00:31.0,00:21.0,Second Half,31-45,16-30,0.677419355,01:00.7,1:0.5-1,31,21
fix_O6blADFE,team_UbIB7L,18:07:06,rd5,00:20.0,00:26.0,Second Half,16-30,16-30,1.3,01:01.3,1:1-1.5,20,26
fix_O6blADFE,team_UbIB7L,18:07:52,rd5,00:06.0,01:22.0,Second Half,0-15,61-90,13.66666667,01:13.7,1:3+,6,82
fix_O6blADFE,team_UbIB7L,18:09:20,rd5,00:18.0,00:54.0,Second Half,16-30,46-60,3,01:03,1:3+,18,54
fix_O6blADFE,team_UbIB7L,18:10:32,rd5,00:40.0,01:34.0,Second Half,31-45,91-120,2.35,01:02.4,1:2-2.5,40,94
fix_O6blADFE,team_UbIB7L,18:12:46,rd5,00:11.0,00:50.0,Second Half,0-15,46-60,4.545454545,01:04.6,1:3+,11,50
fix_O6blADFE,team_UbIB7L,18:13:47,rd5,00:57.0,00:58.0,Second Half,46-60,46-60,1.01754386,01:01.0,1:1-1.5,57,58
fix_O6blADFE,team_UbIB7L,18:15:42,rd5,02:09.0,00:21.0,Second Half,121-150,16-30,0.162790698,01:00.2,1:0-0.5,129,21
fix_O6blADFE,team_UbIB7L,18:18:12,rd5,00:35.0,00:46.0,Second Half,31-45,46-60,1.314285714,01:01.3,1:1-1.5,35,46
fix_O6blADFE,team_UbIB7L,18:19:33,rd5,00:22.0,00:38.0,Second Half,16-30,31-45,1.727272727,01:01.7,1:1.5-2,22,38
fix_O6blADFE,team_UbIB7L,18:20:33,rd5,00:06.0,00:45.0,Second Half,0-15,31-45,7.5,01:07.5,1:3+,6,45
fix_O6blADFE,team_UbIB7L,18:21:24,rd5,00:38.0,01:31.0,Second Half,31-45,91-120,2.394736842,01:02.4,1:2-2.5,38,91
fix_O6blADFE,team_UbIB7L,18:23:33,rd5,00:59.0,01:11.0,Second Half,46-60,61-90,1.203389831,01:01.2,1:1-1.5,59,71
fix_O6blADFE,team_UbIB7L,18:25:43,rd5,00:14.0,01:10.0,Second Half,0-15,61-90,5,01:05,1:3+,14,70
fix_O6blADFE,team_UbIB7L,18:27:07,rd5,00:14.0,00:25.0,Second Half,0-15,16-30,1.785714286,01:01.8,1:1.5-2,14,25
fix_O6blADFE,team_UbIB7L,18:27:46,rd5,00:52.0,00:01.0,Second Half,46-60,0-15,0.019230769,01:00.0,1:0-0.5,52,1
fix_O6blADFE,team_UbIB7L,18:28:39,rd5,00:13.0,01:42.0,Second Half,0-15,91-120,7.846153846,01:07.8,1:3+,13,102
fix_O6blADFE,team_UbIB7L,18:30:34,rd5,00:07.0,00:19.0,Second Half,0-15,16-30,2.714285714,01:02.7,1:2.5-3,7,19
fix_O6blADFE,team_UbIB7L,18:31:00,rd5,00:10.0,00:53.0,Second Half,0-15,46-60,5.3,01:05.3,1:3+,10,53
fix_O6blADFE,team_UbIB7L,18:32:03,rd5,02:04.0,00:47.0,Second Half,121-150,46-60,0.379032258,01:00.4,1:0-0.5,124,47
fix_O6blADFE,team_UbIB7L,18:34:54,rd5,00:48.0,01:03.0,Second Half,46-60,61-90,1.3125,01:01.3,1:1-1.5,48,63
fix_O6blADFE,team_UbIB7L,18:36:45,rd5,00:12.0,01:28.0,Second Half,0-15,61-90,7.333333333,01:07.3,1:3+,12,88
fix_O6blADFE,team_UbIB7L,18:38:25,rd5,01:09.0,00:13.0,Second Half,61-90,0-15,0.188405797,01:00.2,1:0-0.5,69,13
fix_O6blADFE,team_UbIB7L,18:39:47,rd5,00:18.0,00:51.0,Second Half,16-30,46-60,2.833333333,01:02.8,1:2.5-3,18,51
fix_O6blADFE,team_UbIB7L,18:40:56,rd5,01:20.0,NA,Second Half,61-90,NA,NA,NA,NA,80,NA
